00011	COEXISTENT RESPIRATORY ALLERGY AND CYSTIC FIBROSIS THE PREVALENCE OF RESPIRATORY ALLERGIES AND THEIR EFFECTS ON THE COURSE OF CYSTIC FIBROSIS CF WERE STUDIED IN 63 PATIENTS FIFTEEN PATIENTS 24 HAD RESPIRATORY ALLERGIES AS DEFINED BY HISTORY PHYSICAL EXAMINATION POSITIVE ALLERGY SKIN TESTS NASAL AND PERIPHERAL EOSINOPHILIA AND REVERSIBLE AIRWAY OBSTRUCTION SERUM IMMUNOGLOBULINS ON THESE 15 ALLERGIC CF AND 22 NONALLERGIC CF PATIENTS WERE ELEVATED WHEN COMPARED WITH THOSE IN NORMAL AGEMATCHED CONTROLS THE ALLERGIC CF PATIENTS HAD SIGNIFICANTLY HIGHER IGE LEVELS MEAN 598 INTERNATIONAL UNITS IU COMPARED TO 281 IU IGG IGM AND IGA LEVELS WERE SIMILAR IN THE TWO CF GROUPS THE CLINICAL CONDITION OF THE ALLERGIC CF PATIENTS SHWACHMAN SCORE WAS BETTER THAN THE NONALLERGIC SUGGESTING SOME MODULATING EFFECT OF RESPIRATORY ALLERGY ON THE SEVERITY OF THE DISEASE 
00012	LETTER SILVERRUSSELL DWARFISM AND CYSTIC FIBROSIS TAUSSIG ET AL REPORTED A CASE OF A 6YEAROLD BOY WITH THE RUSSELL VARIANT OF THE SILVERRUSSELL SYNDROME CONCOMITANT WITH CYSTIC FIBROSIS WE WOULD LIKE TO DESCRIBE ANOTHER PATIENT WHO HAD THE SAME COMBINATION OF DISEASES THE PATTERN OF CLINICAL FINDINGS IN THIS PATIENT ARE IN ACCORDANCE WITH THAT OF THE SILVERRUSSELL SYNDROME IT IS OF COURSE POSSIBLE THAT THE DEVELOPMENT OF CYSTIC FIBROSIS IN THIS PATIENT IS ENTIRELY ACCIDENTAL ALTHOUGH SUCH A COINCIDENCE WOULD BE A STATISTICALLY RARE EVENT THE ESTABLISHMENT OF A POSSIBLE RELATIONSHIP BETWEEN THESE TWO CONDITIONS WOULD DEPEND ON REPORTS OF OTHER SIMILAR CASES 
00013	CYSTIC FIBROSIS IN BLACKS IN WASHINGTON DC INCIDENCE AND CHARACTERISTICS AN INTENSIVE SEARCH FOR BLACKS WITH CYSTIC FIBROSIS CF IN WASHINGTON DC DURING THE PERIOD 1962 TO 1971 DISCLOSED 16 BLACK PATIENTS EIGHT OF WHOM WERE BORN IN THE DISTRICT OF COLUMBIA DURING THIS DECADE THE CALCULATED INCIDENCE OF CF IS AT LEAST ONE IN 17033 BLACK NEWBORNS THE CLINICAL COURSE AND PATHOLOGICAL CHANGES IN BLACKS WITH CF ARE SIMILAR TO THOSE IN WHITES GENETIC CONSIDERATIONS POINT TO AUTOSOMAL RECESSIVE INHERITANCE IN BLACKS WHICH IS GENERALLY ACCEPTED FOR WHITES WITH THIS DISEASE 
00014	PRESENT STATUS OF INTRAUTERINE DIAGNOSIS OF GENETIC DEFECTS PRENATAL DIAGNOSIS OF GENETIC DISORDERS HAS RECEIVED INCREASING ATTENTION DURING THE PAST SEVERAL YEARS RAPID EXPANSION OF OUR KNOWLEDGE OF THE BASIS OF GENETIC DISEASE AND THE DEVELOPMENT OF RELIABLE DIAGNOSTIC METHODS HAVE LED TO RAPID ADVANCES IN THE INTRAUTERINE DIAGNOSIS OF A LARGE NUMBER OF INHERITED DISORDERS PRENATAL DIAGNOSIS WAS INITIALLY USED TO DETERMINE THE PRESENCE OF DOWNS SYNDROME AND OTHER CHROMOSOMAL ABNORMALITIES AND FOR THE DETERMINATION OF FETAL SEX IN PREGNANCIES AT RISK FOR A NUMBER OF SEVERE XLINKED RECESSIVE DISORDERS SHORTLY THEREAFTER IT BECAME CLEAR THAT THE SAME TECHNIQUES COULD BE APPLIED TO THE PRENATAL DIAGNOSIS OF A NUMBER OF THE INBORN ERRORS OF METABOLISM MOST RECENTLY A NUMBER OF NEW TECHNIQUES HAVE BEEN DEVELOPED THAT MAY PROVE TO BE OF GREAT VALUE IN THE PRENATAL DIAGNOSIS OF A NUMBER OF SEVERE CONGENITAL MALFORMATIONS THAT BEFORE NOW COULD NOT BE DIAGNOSED PRIOR TO BIRTH THE GOAL OF THIS REVIEW IS TO DEFINE THE PAST ACHIEVEMENTS FUTURE GOALS AND PRESENT LIMITATIONS OF INTRAUTERINE DIAGNOSIS THE FIRST SECTION WILL DEAL WITH THE GENERAL APPROACHES USED IN PRENATAL DIAGNOSIS OF GENETIC DISORDERS THIS WILL BE FOLLOWED BY A DISCUSSION OF THE SPECIFIC APPLICATIONS OF THE BASIC TECHNIQUES TO THE INTRAUTERINE DIAGNOSIS OF CHROMOSOMAL ABNORMALITIES AND OF THE INBORN ERRORS OF METABOLISM APPROACHES TO PRENATAL DIAGNOSIS OF GENETIC DISORDERS INCLUDE AMNIOCENTESIS DIRECT AND INDIRECT VISUALIZATION OF THE FETUS ANALYSIS OF MATERNAL BLOOD AND URINE AND SAMPLING OF FETAL TISSUES APPLICATIONS OF PRENATAL GENETIC DIAGNOSIS INCLUDE XLINKED RECESSIVE DISORDERS CHROMOSOMAL ABNORMALITIES INBORN ERRORS OF METABOLISM DISORDERS OF LIPID METABOLISM DISORDERS OF CARBOHYDRATE METABOLISM DISORDERS OF MUCOPOLYSACCHARIDE METABOLISM DISORDERS OF AMINO ACID METABOLISM AND MISCELLANEOUS DISORDERS SUCH AS CYSTIC FIBROSIS THESE TECHNIQUES PROVIDE SOME PARENTS WITH METHODS FOR HAVING CHILDREN WITHOUT FEAR OF HAVING A CHILD WITH A SPECIFIC DEFORMITY IN ADDITION TO THE DEVELOPMENT OF APPROACHES WHICH WILL INCREASE THE NUMBER OF DISORDERS DETECTABLE IN UTERO THE POTENTIAL FOR TREATMENT OF GENETIC DISORDERS IS UNLIMITED 
00015	POLYPOID CERVICITIS IN CYSTIC FIBROSIS PATIENTS RECEIVING ORAL CONTRACEPTIVES THREE OF THE 4 WOMEN IN A CYSTIC FIBROSIS CLINIC WHO USED A COMBINED FORM OF ORAL CONTRACEPTIVE DEVELOPED ACUTE POLYPOID CERVICITIS IN ONE WOMAN THE POLYP RECURRED ON REINSTITUTION OF THE MEDICATION THERE WAS RESOLUTION OF THE POLYP IN EACH INSTANCE ON DISCONTINUATION OF THE DRUGS IN 2 OF THE 3 AFFECTED WOMEN THERE WAS COINCIDENTAL DETERIORATION OF RESPIRATORY STATUS THEREFORE IT IS SUGGESTED THAT CYSTIC FIBROSIS PATIENTS WHO ARE USING ORAL CONTRACEPTION BE OBSERVED CLOSELY REGARDING PULMONARY AND GYNECOLOGIC STATUS 
00016	ATAXIATELANGIECTASIA CHRONIC PNEUMONIA SINUSITIS AND ADENOIDAL HYPOPLASIA THE SYNDROME OF ATAXIATELANGIECTASIA IS CHARACTERIZED BY ATAXIA PROGRESSIVE NEUROLOGIC DEGENERATION CUTANEOUS AND CONJUNCTIVAL TELANGIECTASIS AND IMMUNOLOGIC DEFICIENCY ROENTGENOLOGIC EVIDENCE OF CHRONIC PULMONARY AND SINUS INFECTIONS AND DECREASED LYMPHOID TISSUE WILL USUALLY BE PRESENT AS THE SINOPULMONARY ABNORMALITIES RESEMBLE THOSE OF CYSTIC FIBROSIS A SMALL ADENOIDAL MASS MAY BE OF DIFFERENTIAL AID 
00017	PULMONARY INVOLVEMENT IN ADULTS WITH CYSTIC FIBROSIS CYSTIC FIBROSIS IS NO LONGER RARE IN ADULTS THE LUNG IS THE MAIN TARGET ORGAN AND THE BASIC LESION IS BRONCHIAL OBSTRUCTION LEADING TO BRONCHIECTASIS INTERSTITIAL INFILTRATES AND CYSTLIKE CHANGES ARE CHARACTERISTIC ON ROENTGENOGRAPHY COMPLICATIONS INCLUDE PULMONARY HYPERTENSION PNEUMONITIS HEMORRHAGE AND PNEUMOTHORAX LITTLE CORRELATION EXISTS BETWEEN RESPIRATORY TRACT AND PANCREATIC AND GASTROINTESTINAL INVOLVEMENT DESPITE SIMILARITIES IN PATHOGENESIS PULMONARY CYSTIC FIBROSIS IN ADULTS DOES NOT ALWAYS RESEMBLE THE CONDITION IN CHILDREN AND MUST BE DIFFERENTIATED FROM OTHER CHRONIC INTERSTITIAL DISEASES 
00018	LETTER SELECTIVE INHIBITION OF PHAGOCYTIC ACTIVITY OF RABBIT ALVEOLAR MACROPHAGES BY CYSTIC FIBROSIS SERUM AS FAR AS RABBIT ALVEOLAR MACROPHAGES ARE CONCERNED THE CONCENTRATION OF HOMOZYGOUS CF SERUM USED IN OUR EXPERIMENTS WAS EVEN GREATER THAN THE FOURFOLD CONCENTRATION WHICH BIGGAR AND ASSOCIATES STATE WAS REQUIRED FOR NORMAL PHAGOCYTOSIS INCREASING DILUTIONS OF HOMOZYGOUS CF SERA WITH EITHER HANKS BALANCED SALT SOLUTION OR NORMAL HUMAN SERUM THUS DECREASING ITS CONCENTRATION INCREASED THE CAPACITY OF THE RABBIT ALVEOLAR MACROPHAGES TO PHAGOCYTIZE AND KILL PSEUDOMONAS AERUGINOSA INCREASING CONCENTRATIONS HAD JUST THE OPPOSITE EFFECT SUSPENSION OF RABBIT ALVEOLAR MACROPHAGES IN HUMAN SERUM REDUCED THEIR PHAGOCYTIC ACTIVITY BUT ACTIVITY WAS REDUCED MORE BY HUMAN CF SERUM THAN BY HUMAN NORMAL SERUM THIS IS NOT UNEXPECTED BECAUSE HIGH HUMAN SERUM CONCENTRATIONS ARE LIKELY TO BE TOXIC TO RABBIT ALVEOLAR MACROPHAGES BECAUSE THE INHIBITION OF PHAGOCYTOSIS WAS ABSENT WHEN HOMOZYGOUS CF SERUM MORE THAN 24 HOURS OLD OR PREVIOUSLY HEATED OR FROZEN WAS USED AND BECAUSE OF OUR OBSERVATIONS THAT DILUTION INCREASED MACROPHAGE PHAGOCYTIC ABILITY WE FEEL OUR DATA DEMONSTRATE THE PRESENCE OF A LABILE INHIBITOR RATHER THAN A DEFICIENCY SINCE IT IS WELL KNOWN THAT CF PATIENTS HAVE NORMAL OR ELEVATED CONCENTRATIONS OF IMMUNOGLOBULINS INCLUDING IGA IN THEIR SERA AND PULMONARY SECRETIONS AND RESPOND TO INFECTION AND IGA HAS NOT BEEN SHOWN TO BE ESSENTIAL FOR ALVEOLAR MACROPHAGE PHAGOCYTOSIS OF PSEUDOMONAS AERUGINOSA WE CANNOT AGREE THAT THIS INHIBITION IS DUE TO AN IGA DEFICIENCY WE ALSO NOTE THAT SOME OF THE SERA USED IN THE EXPERIMENTS OF BIGGAR AND ASSOCIATES WERE STORED AT 70 DEGREES C PERHAPS THIS MAY ACCOUNT FOR THE DIFFERENCE IN RESULTS 
00019	LETTER PLASMA ARGININE ESTERASE ACTIVITY IN CYSTIC FIBROSIS WE ASSAYED THE SERUM OF A GROUP OF CYSTIC FIBROSIS PATIENTS THAT WERE ON ORAL ARGININE THERAPY AND THAT OF A GROUP OF CYSTIC FIBROSIS PATIENTS THAT WERE NOT RECEIVING THIS TREATMENT FOR TOTAL ARGININE ESTERASE ACTIVITY THE UNTREATED CYSTIC FIBROSIS PATIENTS HAVE SIGNIFICANTLY LOWER SERUM ARGININE ESTERASE ACTIVITY THAN THE NORMAL CONTROLS THE CYSTIC FIBROSIS CARRIERS AND THE CYSTIC FIBROSIS PATIENTS RECEIVING ORAL ARGININE THERAPY THERE IS NO SIGNIFICANT DIFFERENCE BETWEEN THE ARGININE ESTERASE ACTIVITY OF THE NORMAL CONTROLS AND THE CYSTIC FIBROSIS CARRIERS OR THE CYSTIC FIBROSIS PATIENTS TREATED WITH ARGININE  WE HAVE RECENTLY OBSERVED DIFFERENCES IN THE ARGININE ESTERASES IN PLASMA OF CONTROLS AND PATIENTS BY ELECTROFUSING ON POLYACRYLAMIDE GELS SIX ACTIVITY BANDS COULD BE DETECTED IN PLASMA OF CONTROLS WHEREAS ONLY FIVE COULD BE DETECTED IN PLASMA OF PATIENTS OUR WORK ON THE DEFICIENCY OF TRYPSINLIKE ACTIVITY IN MIXED SALIVA OF PATIENTS WITH CYSTIC FIBROSIS HAS BEEN REPRODUCED BY ANOTHER LABORATORY COBURN RECENTLY CONFIRMED OUR WORK ON DEFICIENCY OF ARGININE ESTERASE IN SERUM OF PATIENTS WITH CYSTIC FIBROSIS AT PRESENT THE DEFICIENCY OF ARGININE ESTERASE IN CYSTIC FIBROSIS IS A WORKING HYPOTHESIS TO UNDERSTAND THE BASIC DEFECT  THE VARIATIONS OF PH AND SODIUM CHLORIDE CONTENT THAT I EMPLOYED HAD BEEN TESTED BY ME IN 6 PATIENTS BOTH WITH AND WITHOUT A DIAGNOSIS OF CYSTIC FIBROSIS AND WERE FOUND NOT TO ALTER THE LEVEL OF ARGININEESTERASE ACTIVITY THE MAJOR DIFFERENCES BETWEEN THE TWO STUDIES RESULTED FROM THE CONTROL SUBJECTS DR RAO NEGLECTS TO MENTION THE FEW OTHER LABORATORIES THAT WERE UNABLE TO CONFIRM HIS FINDINGS 
00020	THE RELATIVE SENSITIVITY OF CLOSING VOLUME IN CHILDREN WITH ASTHMA AND CYSTIC FIBROSIS THE ABILITY TO DETECT ABNORMALITIES OF LUNG FUNCTION IN CHILDREN WITH ASTHMA AND CYSTIC FIBROSIS BY THE MEASUREMENT OF CLOSING VOLUME WAS STUDIED IN 205 CHILDREN FLOW VOLUME CHARACTERISTICS ROUTINE SPIROMETRY BODY PLETHYSMOGRAPHY AND ARTERIALIZED OXYGEN TENSIONS WERE STUDIED FOR COMPARISON WITH CLOSING VOLUME CLOSING VOLUME WAS LESS SENSITIVE IN DETECTING DISEASE THAN WERE THE RESIDUAL VOLUME TO TOTAL LUNG CAPACITY RATIO MAXIMUM EXPIRATORY FLOW VOLUME CURVES AND ARTERIALIZED BLOOD GASES 
00021	BRONCHIAL ASTHMA AND ALLERGIC RHINITIS ASSOCIATED WITH INHALATION OF PANCREATIC EXTRACTS FIVE PARENTS OF CHILDREN WITH CYSTIC FIBROSIS DEVELOPED ALLERGIC BRONCHOSPASM AFTER INHALING PANCREATIC EXTRACTS SPRINKLED ON THEIR CHILDRENS FOOD THERE WAS A POSITIVE HISTORY OF ALLERGY BUT NO PAST HISTORY OF ASTHMA IN ANY OF THE 5 PARENTS ASTHMA RESPONDED TO BRONCHODILATORS AND USE OF A FACE MASK DURING PREPARATION OF MEALS PREVENTED RECURRENCES TO DATE ASTHMA PRECIPITATES BY INHALATION OF PANCREATIC EXTRACTS HAS NOT BEEN SEEN IN ANY OF THE PATIENTS WITH CYSTIC FIBROSIS 
00022	SPECIFIC AIRWAY RESISTANCE FROM THE PERINATAL PERIOD INTO ADULTHOOD ALTERATIONS IN CHILDHOOD PULMONARY DISEASE AIRWAY RESISTANCE AND LUNG VOLUME WERE MEASURED BY A MODIFICATION OF THE PLETHYSMOGRAPHIC METHOD OF BRISCOE AND DUBOIS 1 TO CALCULATE SPECIFIC AIRWAY RESISTANCE SRAW ON 263 CONTROL SUBJECTS RANGING IN AGE FROM THE NEWBORN TO 54 YEARS THE MEAN SRAW WAS LOWEST IN THE NEWBORN PERIOD AND INCREASED RAPIDLY TO ADULT LEVELS DURING THE FIRST YEARS OF LIFE IN EACH AGE GROUP THE MEAN SRAW WAS LOWER FOR FEMALES THAN IT WAS FOR MALES NO CONTROL SUBJECT HAD AN SRAW GREATER THAN 8 SEC CM H2O A DECREASE IN MEAN SRAW FROM 42 SEC CM H2O FOR FEMALES 5 TO 9 YEARS OF AGE TO 35 SEC CM H2O FOR THOSE OVER 18 YEARS OF AGE PARALLELED SEXUAL MATURATION BUT SIMILAR CHANGES WERE NOT OBSERVED IN THE MALES A DIRECT CORRELATION OF SRAW WITH CLINICAL OBSERVATIONS WAS FOUND IN YOUNG PATIENTS WITH VARIOUS DEGREES OF PULMONARY INVOLVEMENT BECAUSE OF CYSTIC FIBROSIS 
00023	HUMAN RESPIRATORY TRACT SECRETIONS 1 MUCOUS GLYCOPROTEINS SECRETED BY CULTURED NASAL POLYP EPITHELIUM FROM SUBJECTS WITH ALLERGIC RHINITIS AND WITH CYSTIC FIBROSIS CILIATED NASAL POLYP EPITHELIUM FROM PATIENTS WITH ALLERGIC RHINITIS AND PATIENTS WITH CYSTIC FIBROSIS WAS MAINTAINED IN ORGAN CULTURE FOR 168 HOURS EXPLANTED EPITHELIUM RETAINED ITS MORPHOLOGIC CHARACTERISTICS AND INCORPORATED 35SO4 AND 3H INTO BLOOD GROUP SPECIFIC GLYCOPROTEINS THAT WERE SECRETED INTO THE MEDIUM THROUGHOUT THE CULTURE PERIOD LABELED MUCOUS GLYCOPROTEIN WAS SOLUBILIZED BY REDUCTION AND ALKYLATION THEN PURIFIED BY GEL FILTRATION CHROMATOGRAPHY PURIFIED GLYCOPROTEIN WAS FURTHER SEPARATED ON DIETHYLAMINOETHYL DEAE CELLULOSE COLUMNS INTO 3 BLOOD GROUP ACTIVE FRACTIONS THESE FRACTIONS HAD SIMILAR AMINO ACID COMPOSITIONS BUT DIFFERED IN NACETYL NEURAMINIC ACID AND FUCOSE CONTENT AND IN RELATIVE INCORPORATION OF 35SO4 AND 3HGLUCOSAMINE BLOOD GROUP GLYCOPROTEINS FROM POLYP EPITHELIUM OF PATIENTS WITH ALLERGIC RHINITIS AND CYSTIC FIBROSIS WERE INDISTINGUISHABLE IN MANY RESPECTS HOWEVER THE 35SO4 PER 3H RATIO OF ALL 3 GLYCOPROTEIN FRACTIONS FROM PATIENTS WITH CYSTIC FIBROSIS EXCEEDED THAT OF THE CORRESPONDING FRACTIONS FROM SECRETIONS OF PATIENTS WITH ALLERGIC RHINITIS 
00024	LUNG ELASTIC RECOIL IN CYSTIC FIBROSIS THE PRESSUREVOLUME BEHAVIOR OF THE LUNG WAS STUDIED IN 24 PATIENTS WITH CYSTIC FIBROSIS ISOVOLUME FLOWPRESSURE RELATIONSHIPS WERE MEASURED IN 7 OF THESE PATIENTS AND A MODIFICATION OF THE FLOWVOLUME TEST WAS EVALUATED FOR DETECTION OF FLOW REDUCTION IN A SEPARATE GROUP OF 63 PATIENTS RELATIVE TO RESULTS IN A CONTROL GROUP OF 31 NORMAL SUBJECTS 13 OF THE 24 PATIENTS HAD GROSSLY ABNORMAL PRESSUREVOLUME CURVES WITH EXCESSIVE STIFFNESS OF THE LUNG NEAR MAXIMUM VOLUME AND LOSS OF RECOIL AT LOWER VOLUME CLOSING VOLUMES IN THESE PATIENTS WERE OFTEN HIGH ENOUGH TO CAUSE SIGNIFICANT DISTURBANCES IN GAS EXCHANGE AND THE ELEVATED CLOSING VOLUMES WERE QUANTITATIVELY EXPLAINED BY THE LOW VALUES FOR ELASTIC RECOIL THE MODIFIED FLOWVOLUME TEST DETECTED MILD FLOW REDUCTION IN MANY PATIENTS WHO OTHERWISE HAD NORMAL PULMONARY FUNCTION TESTS LOSS OF RECOIL PER SE DID NOT ACCOUNT FOR THE LOW MAXIMUM EXPIRATORY FLOWS SINCE UPSTREAM RESISTANCES WERE HIGH HOWEVER PRESSUREFLOW CURVES WERE EFFORTDEPENDENT AT HIGH LUNG VOLUMES EVEN IN PATIENTS WITH SEVERE AIRWAY OBSTRUCTION SHOWING THAT TIME CONSTANTS OF EMPTYING VARIED WIDELY IN THESE PATIENTS IT WAS CONCLUDED THAT DETERIORATION OF LUNG FUNCTION IN CYSTIC FIBROSIS INVOLVES MORE THAN AIRWAY OBSTRUCTION AND THAT THE WORSENING GAS TRAPPING IS EXPLAINED BY A PROGRESSIVE LOSS OF LUNG ELASTIC RECOIL 
00025	USE OF WATER VAPOR IN THE TREATMENT OF LOWER RESPIRATORY DISEASE USE OF BLAND AEROSOLS PARTICULARLY MIST TENTS IN THE TREATMENT OF LOWER RESPIRATORY DISEASE WAS REVIEWED AND NO CONVINCING EVIDENCE OF EFFICACY WAS FOUND THIS IS NOT SURPRISING BECAUSE THERE IS EVIDENCE THAT MIST TENTS DEPOSIT LITTLE WATER IN THE LOWER RESPIRATORY TRACT MIST TENTS MAY BE DETRIMENTAL IN SOME CASES BECAUSE OF BACTERIAL CONTAMINATION AND BECAUSE THEY CAN CAUSE BRONCHOSPASM 
00026	PLASMA ARGININE ESTERASE ACTIVITY IN CYSTIC FIBROSIS PLASMA ARGININE ESTERASE ACTIVITY WAS MEASURED IN 13 YOUNG ADULT PATIENTS WITH CYSTIC FIBROSIS AND IN 36 CONTROL SUBJECTS THE ENZYME WAS ACTIVATED BY TREATING THE PLASMA WITH CHLOROFORM AND ELLAGIC ACID IN THE MANNER DESCRIBED BY RAO AND ASSOCIATES 1 NO DIFFERENCE WAS FOUND EITHER BETWEEN THE ARGININE ESTERASE ACTIVITIES OF THE PATIENTS WITH CYSTIC FIBROSIS AND THE CONTROL SUBJECTS OR BETWEEN THE DEGREES OF ACTIVITY INHIBITED BY SOYBEAN TRYPSIN INHIBITOR THUS THE FINDINGS OF RAO AND ASSOCIATES OF A DEFICIENCY OF ARGININE ESTERASE ACTIVITY IN THE PLASMA OF PATIENTS WITH CYSTIC FIBROSIS WERE NOT CONFIRMED 
00027	PULMONARY PHYSIOTHERAPY IN THE PEDIATRIC AGE GROUP IN SPITE OF THE WIDESPREAD CLINICAL IMPRESSION THAT PULMONARY PHYSICAL THERAPY INCLUDING BREATHING EXERCISES IS HELPFUL IN THE PEDIATRIC AGE GROUP OBJECTIVE DEMONSTRATION OF THE VALUE OF THE VARIOUS MANEUVERS IS FOR THE MOST PART LACKING THERE IS EVIDENCE THAT THE VOLUME OF SPUTUM PRODUCED OVER SHORT PERIODS OF TIME IN PATIENTS WITH CYSTIC FIBROSIS IS INCREASED WHEN COUGH IS ACCOMPANIED BY POSTURAL DRAINAGE AND PULMONARY PHYSICAL THERAPY BUT THE LONGTERM EFFECT OF THE VARIOUS MANEUVERS ON THE COURSE OF THE CHRONIC PULMONARY DISEASE REMAINS UNKNOWN 
00028	STUDIES ON NEUTRON ACTIVATION ANALYSIS FOR THE MEASUREMENT OF SODIUM IN NAILS AS A SCREENING TEST FOR CYSTIC FIBROSIS THE PRESENT STUDY POINTS OUT THE SIMPLICITY AND EASE OF USING FINGERNAILS AND TOENAILS TO MEASURE ELECTROLYTE LEVELS AS A TEST FOR CYSTIC FIBROSIS PROCEDURES AND VARIOUS EFFECTS ON THE RANGES OF VALUES FOR DIFFERENT CATEGORIES OF HEALTHY AND DISEASED SUBJECTS ARE DISCUSSED AND THE LIMITATIONS OF THE METHOD ARE INDICATED 
00029	UPPER RESPIRATORY TRACT IN CYSTIC FIBROSIS EARNOSETHROAT SURVEY OF 50 CHILDREN AN EARNOSETHROAT SURVEY WAS CARRIED OUT ON 50 CHILDREN AGED 4 TO 10 YEARS WITH CYSTIC FIBROSIS 10 WERE SHOWN TO BE TRANSIENTLY DEAF ASSOCIATED WITH EUSTACHIAN TUBE DYSFUNCTION THERE WERE NO CONFIRMED CASES OF SECRETORY OTITIS MEDIA 10 CHILDREN 20 WERE FOUND TO HAVE NASAL POLYPS OR GAVE A HISTORY OF POLYPECTOMY THOUGH A HIGH INCIDENCE OF MIDDLE EAR PROBLEMS IN CHILDREN WITH CYSTIC FIBROSIS HAS BEEN REPORTED IN THE USA NEITHER DEAFNESS NOR SECRETORY OTITIS MEDIA WAS FOUND TO BE A PROBLEM IN THE GROUP STUDIED 
00030	LETTER MUSCULAR PERFORMANCE AND VITAMIN E IN CYSTIC FIBROSIS PATIENTS WITH CYSTIC FIBROSIS HAVE TOCOPHEROL DEFICIENCY PRESUMABLY AS A RESULT OF STEATORRHOEA EVIDENCE FOR POSSIBLE MUSCULAR INVOLVEMENT IN CYSTIC FIBROSIS PATIENTS IS CLINICAL MUSCULAR WEAKNESS AND WASTING IN MANY PATIENTS BIOCHEMICAL CREATINURIA ON A CREATINEPOOR DIET WITH REVERSAL OF THIS FINDING AFTER INGESTION OF TOCOPHEROL ESTERS ACCOMPANIED BY A DECREASE IN CREATINE IN PLASMA AND AN INCREASE IN CREATINE IN MUSCLE AND PATHOLOGICAL FOCAL LESIONS IN SKELETAL MUSCLE RESEMBLING NUTRITIONAL MUSCULAR DYSTROPHY AND CEROID PIGMENT IN SMOOTH MUSCLE MUSCLE STRENGTH WAS MEASURED WITH A BULB ERGOGRAPH IN 45 PATIENTS WITH CYSTIC FIBROSIS ATTENDING THE CLINICS AT THE BABIES HOSPITAL COLUMBIA PRESBYTERIAN MEDICAL CENTER NEW YORK IN A DOUBLEBLIND STUDY IN WHICH HALF THE CASES RECEIVED TOCOPHEROL ORALLY AND THE REMAINDER PLACEBO NO SIGNIFICANT INCREASE IN MUSCLE STRENGTH WAS FOUND IN THOSE PATIENTS RECEIVING TOCOPHEROL OVER A PERIOD OF 6 MONTHS AS COMPARED TO THE PLACEBO GROUP BLOOD TOCOPHEROL LEVELS IN THE TREATED GROUP RETURNED TO NORMAL 
